FID,nome_orige
RedeUrbanaSintese_Regic2007.481,José da Penha
RedeUrbanaSintese_Regic2007.482,Luís Gomes
RedeUrbanaSintese_Regic2007.483,Major Sales
RedeUrbanaSintese_Regic2007.484,Marcelino Vieira
RedeUrbanaSintese_Regic2007.485,Martins
RedeUrbanaSintese_Regic2007.486,Paraná
RedeUrbanaSintese_Regic2007.487,Portalegre
RedeUrbanaSintese_Regic2007.488,Rafael Fernandes
RedeUrbanaSintese_Regic2007.489,Riacho da Cruz
RedeUrbanaSintese_Regic2007.490,Riacho de Santana
RedeUrbanaSintese_Regic2007.491,Santa Maria do Tocantins
RedeUrbanaSintese_Regic2007.492,São Francisco do Oeste
RedeUrbanaSintese_Regic2007.493,São Miguel
RedeUrbanaSintese_Regic2007.494,Serrinha dos Pintos
RedeUrbanaSintese_Regic2007.495,Taboleiro Grande
RedeUrbanaSintese_Regic2007.496,Tenente Ananias
RedeUrbanaSintese_Regic2007.497,Viçosa
RedeUrbanaSintese_Regic2007.498,Campo Redondo
RedeUrbanaSintese_Regic2007.499,Coronel Ezequiel
RedeUrbanaSintese_Regic2007.500,Jaçanã
RedeUrbanaSintese_Regic2007.501,Japi
RedeUrbanaSintese_Regic2007.502,Tupirama
RedeUrbanaSintese_Regic2007.503,Lajes Pintadas
RedeUrbanaSintese_Regic2007.504,São Bento do Trairí
RedeUrbanaSintese_Regic2007.505,Sítio Novo
RedeUrbanaSintese_Regic2007.506,Campo Redondo
RedeUrbanaSintese_Regic2007.507,Coronel Ezequiel
RedeUrbanaSintese_Regic2007.508,Jaçanã
RedeUrbanaSintese_Regic2007.509,Japi
RedeUrbanaSintese_Regic2007.510,Lajes Pintadas
RedeUrbanaSintese_Regic2007.511,São Bento do Trairí
RedeUrbanaSintese_Regic2007.512,Sítio Novo
RedeUrbanaSintese_Regic2007.513,Chapada da Natividade
RedeUrbanaSintese_Regic2007.514,Jundiá
RedeUrbanaSintese_Regic2007.515,Passagem
RedeUrbanaSintese_Regic2007.516,Serrinha
RedeUrbanaSintese_Regic2007.517,Jundiá
RedeUrbanaSintese_Regic2007.518,Passagem
RedeUrbanaSintese_Regic2007.519,Serrinha
RedeUrbanaSintese_Regic2007.520,Barcelona
RedeUrbanaSintese_Regic2007.521,Lagoa de Velhos
RedeUrbanaSintese_Regic2007.522,Santa Maria
RedeUrbanaSintese_Regic2007.523,Riachuelo
RedeUrbanaSintese_Regic2007.524,São Salvador do Tocantins
RedeUrbanaSintese_Regic2007.525,Ruy Barbosa
RedeUrbanaSintese_Regic2007.526,São Pedro
RedeUrbanaSintese_Regic2007.527,Senador Elói de Souza
RedeUrbanaSintese_Regic2007.528,Barcelona
RedeUrbanaSintese_Regic2007.529,Lagoa de Velhos
RedeUrbanaSintese_Regic2007.530,Santa Maria
RedeUrbanaSintese_Regic2007.531,Riachuelo
RedeUrbanaSintese_Regic2007.532,Ruy Barbosa
RedeUrbanaSintese_Regic2007.533,São Pedro
RedeUrbanaSintese_Regic2007.534,Senador Elói de Souza
RedeUrbanaSintese_Regic2007.535,Aurora do Tocantins
RedeUrbanaSintese_Regic2007.536,Damião
RedeUrbanaSintese_Regic2007.537,Alagoa Grande
RedeUrbanaSintese_Regic2007.538,Alagoa Nova
RedeUrbanaSintese_Regic2007.539,Alcantil
RedeUrbanaSintese_Regic2007.540,Algodão de Jandaíra
RedeUrbanaSintese_Regic2007.541,Amparo
RedeUrbanaSintese_Regic2007.542,Arara
RedeUrbanaSintese_Regic2007.543,Areia
RedeUrbanaSintese_Regic2007.544,Areial
RedeUrbanaSintese_Regic2007.545,Aroeiras
RedeUrbanaSintese_Regic2007.546,Ponte Alta do Bom Jesus
RedeUrbanaSintese_Regic2007.547,Assunção
RedeUrbanaSintese_Regic2007.548,Bananeiras
RedeUrbanaSintese_Regic2007.549,Baraúna
RedeUrbanaSintese_Regic2007.550,Barra de Santana
RedeUrbanaSintese_Regic2007.551,Barra de Santa Rosa
RedeUrbanaSintese_Regic2007.552,Barra de São Miguel
RedeUrbanaSintese_Regic2007.553,Boa Vista
RedeUrbanaSintese_Regic2007.554,Boqueirão
RedeUrbanaSintese_Regic2007.555,Cabaceiras
RedeUrbanaSintese_Regic2007.556,Cacimba de Dentro
RedeUrbanaSintese_Regic2007.557,Boa Vista do Gurupi
RedeUrbanaSintese_Regic2007.558,Luzinópolis
RedeUrbanaSintese_Regic2007.559,Cajazeiras
RedeUrbanaSintese_Regic2007.560,Caraúbas
RedeUrbanaSintese_Regic2007.561,Casserengue
RedeUrbanaSintese_Regic2007.562,Catolé do Rocha
RedeUrbanaSintese_Regic2007.563,Caturité
RedeUrbanaSintese_Regic2007.564,Coxixola
RedeUrbanaSintese_Regic2007.565,Cubati
RedeUrbanaSintese_Regic2007.566,Cuité
RedeUrbanaSintese_Regic2007.567,Damião
RedeUrbanaSintese_Regic2007.568,Esperança
RedeUrbanaSintese_Regic2007.569,Maurilândia do Tocantins
RedeUrbanaSintese_Regic2007.570,Fagundes
RedeUrbanaSintese_Regic2007.571,Gado Bravo
RedeUrbanaSintese_Regic2007.572,Gurjão
RedeUrbanaSintese_Regic2007.573,Ingá
RedeUrbanaSintese_Regic2007.574,Itaporanga
RedeUrbanaSintese_Regic2007.575,Itatuba
RedeUrbanaSintese_Regic2007.576,Juarez Távora
RedeUrbanaSintese_Regic2007.577,Juazeirinho
RedeUrbanaSintese_Regic2007.578,Junco do Seridó
RedeUrbanaSintese_Regic2007.579,Livramento
RedeUrbanaSintese_Regic2007.5250,Caapiranga
RedeUrbanaSintese_Regic2007.580,Palmeiras do Tocantins
RedeUrbanaSintese_Regic2007.581,Massaranduba
RedeUrbanaSintese_Regic2007.582,Matinhas
RedeUrbanaSintese_Regic2007.583,Mogeiro
RedeUrbanaSintese_Regic2007.584,Montadas
RedeUrbanaSintese_Regic2007.585,Monteiro
RedeUrbanaSintese_Regic2007.586,Natuba
RedeUrbanaSintese_Regic2007.587,Nova Floresta
RedeUrbanaSintese_Regic2007.588,Nova Palmeira
RedeUrbanaSintese_Regic2007.589,Olivedos
RedeUrbanaSintese_Regic2007.590,Parari
RedeUrbanaSintese_Regic2007.591,Nazaré
RedeUrbanaSintese_Regic2007.592,Patos
RedeUrbanaSintese_Regic2007.593,Pedra Lavrada
RedeUrbanaSintese_Regic2007.594,Picuí
RedeUrbanaSintese_Regic2007.595,Pocinhos
RedeUrbanaSintese_Regic2007.596,Puxinanã
RedeUrbanaSintese_Regic2007.597,Remígio
RedeUrbanaSintese_Regic2007.598,Riachão do Bacamarte
RedeUrbanaSintese_Regic2007.599,Riacho de Santo Antônio
RedeUrbanaSintese_Regic2007.600,Santo André
RedeUrbanaSintese_Regic2007.601,São Domingos do Cariri
RedeUrbanaSintese_Regic2007.602,Santa Terezinha do Tocantins
RedeUrbanaSintese_Regic2007.603,São João do Cariri
RedeUrbanaSintese_Regic2007.604,São José dos Cordeiros
RedeUrbanaSintese_Regic2007.605,São Sebastião de Lagoa de  Roça
RedeUrbanaSintese_Regic2007.606,Seridó
RedeUrbanaSintese_Regic2007.607,Serra Branca
RedeUrbanaSintese_Regic2007.608,Serra Redonda
RedeUrbanaSintese_Regic2007.609,Solânea
RedeUrbanaSintese_Regic2007.610,Soledade
RedeUrbanaSintese_Regic2007.611,Sossêgo
RedeUrbanaSintese_Regic2007.612,Sousa
RedeUrbanaSintese_Regic2007.613,São Bento do Tocantins
RedeUrbanaSintese_Regic2007.614,Sumé
RedeUrbanaSintese_Regic2007.615,Taperoá
RedeUrbanaSintese_Regic2007.616,Tenório
RedeUrbanaSintese_Regic2007.617,Umbuzeiro
RedeUrbanaSintese_Regic2007.618,Alagoinha
RedeUrbanaSintese_Regic2007.619,Araçagi
RedeUrbanaSintese_Regic2007.620,Belém
RedeUrbanaSintese_Regic2007.621,Borborema
RedeUrbanaSintese_Regic2007.622,Caiçara
RedeUrbanaSintese_Regic2007.623,Cuitegi
RedeUrbanaSintese_Regic2007.624,Bom Jesus das Selvas
RedeUrbanaSintese_Regic2007.625,Dona Inês
RedeUrbanaSintese_Regic2007.626,Duas Estradas
RedeUrbanaSintese_Regic2007.627,Lagoa de Dentro
RedeUrbanaSintese_Regic2007.628,Logradouro
RedeUrbanaSintese_Regic2007.629,Mulungu
RedeUrbanaSintese_Regic2007.806,Morpará
RedeUrbanaSintese_Regic2007.630,Pilões
RedeUrbanaSintese_Regic2007.631,Pilõezinhos
RedeUrbanaSintese_Regic2007.632,Pirpirituba
RedeUrbanaSintese_Regic2007.633,Riachão
RedeUrbanaSintese_Regic2007.634,Serra da Raiz
RedeUrbanaSintese_Regic2007.635,Itinga do Maranhão
RedeUrbanaSintese_Regic2007.636,Sertãozinho
RedeUrbanaSintese_Regic2007.637,Campo de Santana
RedeUrbanaSintese_Regic2007.638,Mogeiro
RedeUrbanaSintese_Regic2007.639,Salgado de São Félix
RedeUrbanaSintese_Regic2007.640,São José dos Ramos
RedeUrbanaSintese_Regic2007.641,Curral de Cima
RedeUrbanaSintese_Regic2007.642,Marcação
RedeUrbanaSintese_Regic2007.643,Mataraca
RedeUrbanaSintese_Regic2007.644,Manaíra
RedeUrbanaSintese_Regic2007.645,São José de Princesa
RedeUrbanaSintese_Regic2007.646,Santa Filomena
RedeUrbanaSintese_Regic2007.647,Sobrado
RedeUrbanaSintese_Regic2007.648,Itacuruba
RedeUrbanaSintese_Regic2007.649,Itacuruba
RedeUrbanaSintese_Regic2007.650,Sanharó
RedeUrbanaSintese_Regic2007.651,Tacaimbó
RedeUrbanaSintese_Regic2007.652,Itacuruba
RedeUrbanaSintese_Regic2007.653,Parnamirim
RedeUrbanaSintese_Regic2007.654,Santa Cruz
RedeUrbanaSintese_Regic2007.655,Parnamirim
RedeUrbanaSintese_Regic2007.656,Santa Cruz
RedeUrbanaSintese_Regic2007.657,Água Doce do Maranhão
RedeUrbanaSintese_Regic2007.658,Parnamirim
RedeUrbanaSintese_Regic2007.659,Santa Cruz
RedeUrbanaSintese_Regic2007.660,Manaíra
RedeUrbanaSintese_Regic2007.661,Brejinho
RedeUrbanaSintese_Regic2007.662,Santa Terezinha
RedeUrbanaSintese_Regic2007.663,Natuba
RedeUrbanaSintese_Regic2007.664,Solidão
RedeUrbanaSintese_Regic2007.665,Batalha
RedeUrbanaSintese_Regic2007.666,Campo Grande
RedeUrbanaSintese_Regic2007.667,Coité do Nóia
RedeUrbanaSintese_Regic2007.668,Junco do Maranhão
RedeUrbanaSintese_Regic2007.669,Alto Parnaíba
RedeUrbanaSintese_Regic2007.670,Craíbas
RedeUrbanaSintese_Regic2007.671,Feira Grande
RedeUrbanaSintese_Regic2007.672,Girau do Ponciano
RedeUrbanaSintese_Regic2007.673,Igaci
RedeUrbanaSintese_Regic2007.674,Jacaré dos Homens
RedeUrbanaSintese_Regic2007.675,Jaramataia
RedeUrbanaSintese_Regic2007.676,Junqueiro
RedeUrbanaSintese_Regic2007.677,Lagoa da Canoa
RedeUrbanaSintese_Regic2007.678,Limoeiro de Anadia
RedeUrbanaSintese_Regic2007.679,Major Isidoro
RedeUrbanaSintese_Regic2007.680,Alto Parnaíba
RedeUrbanaSintese_Regic2007.681,Olho d'Água das Flores
RedeUrbanaSintese_Regic2007.682,Olho d'Água do Casado
RedeUrbanaSintese_Regic2007.683,Olho d'Água Grande
RedeUrbanaSintese_Regic2007.684,Piranhas
RedeUrbanaSintese_Regic2007.685,Porto Real do Colégio
RedeUrbanaSintese_Regic2007.686,São Brás
RedeUrbanaSintese_Regic2007.687,São José da Tapera
RedeUrbanaSintese_Regic2007.688,São Sebastião
RedeUrbanaSintese_Regic2007.689,Tanque d'Arca
RedeUrbanaSintese_Regic2007.690,Taquarana
RedeUrbanaSintese_Regic2007.691,Feira Nova do Maranhão
RedeUrbanaSintese_Regic2007.692,Teotônio Vilela
RedeUrbanaSintese_Regic2007.693,Traipu
RedeUrbanaSintese_Regic2007.694,Olho d'Água do Casado
RedeUrbanaSintese_Regic2007.695,Pariconha
RedeUrbanaSintese_Regic2007.696,Piranhas
RedeUrbanaSintese_Regic2007.697,Belém
RedeUrbanaSintese_Regic2007.698,Estrela de Alagoas
RedeUrbanaSintese_Regic2007.699,Minador do Negrão
RedeUrbanaSintese_Regic2007.700,Quebrangulo
RedeUrbanaSintese_Regic2007.701,Palestina
RedeUrbanaSintese_Regic2007.702,Feira Nova do Maranhão
RedeUrbanaSintese_Regic2007.703,Feliz Deserto
RedeUrbanaSintese_Regic2007.704,Igreja Nova
RedeUrbanaSintese_Regic2007.705,Piaçabuçu
RedeUrbanaSintese_Regic2007.706,São Brás
RedeUrbanaSintese_Regic2007.707,Santana do São Francisco
RedeUrbanaSintese_Regic2007.708,Japaratinga
RedeUrbanaSintese_Regic2007.709,Canapi
RedeUrbanaSintese_Regic2007.710,Carneiros
RedeUrbanaSintese_Regic2007.711,Dois Riachos
RedeUrbanaSintese_Regic2007.712,Inhapi
RedeUrbanaSintese_Regic2007.713,Fortaleza dos Nogueiras
RedeUrbanaSintese_Regic2007.714,Maravilha
RedeUrbanaSintese_Regic2007.715,Mata Grande
RedeUrbanaSintese_Regic2007.716,Olivença
RedeUrbanaSintese_Regic2007.717,Ouro Branco
RedeUrbanaSintese_Regic2007.718,Poço das Trincheiras
RedeUrbanaSintese_Regic2007.719,Senador Rui Palmeira
RedeUrbanaSintese_Regic2007.720,Roteiro
RedeUrbanaSintese_Regic2007.721,Branquinha
RedeUrbanaSintese_Regic2007.742,Buritirama
RedeUrbanaSintese_Regic2007.722,Santana do Mundaú
RedeUrbanaSintese_Regic2007.723,Piranhas
RedeUrbanaSintese_Regic2007.724,Fortaleza dos Nogueiras
RedeUrbanaSintese_Regic2007.725,Arauá
RedeUrbanaSintese_Regic2007.726,Itabaianinha
RedeUrbanaSintese_Regic2007.727,Santa Luzia do Itanhy
RedeUrbanaSintese_Regic2007.728,São Domingos
RedeUrbanaSintese_Regic2007.729,Salgado
RedeUrbanaSintese_Regic2007.730,Santana do São Francisco
RedeUrbanaSintese_Regic2007.731,Feira Nova
RedeUrbanaSintese_Regic2007.732,Gracho Cardoso
RedeUrbanaSintese_Regic2007.733,Monte Alegre de Sergipe
RedeUrbanaSintese_Regic2007.734,Poço Redondo
RedeUrbanaSintese_Regic2007.735,Loreto
RedeUrbanaSintese_Regic2007.736,Cumbe
RedeUrbanaSintese_Regic2007.737,Cedro de São João
RedeUrbanaSintese_Regic2007.738,Nossa Senhora de Lourdes
RedeUrbanaSintese_Regic2007.739,São Francisco
RedeUrbanaSintese_Regic2007.740,Telha
RedeUrbanaSintese_Regic2007.741,Brejões
RedeUrbanaSintese_Regic2007.2552,Rurópolis
RedeUrbanaSintese_Regic2007.743,Morpará
RedeUrbanaSintese_Regic2007.744,Buritirama
RedeUrbanaSintese_Regic2007.745,Morpará
RedeUrbanaSintese_Regic2007.746,Loreto
RedeUrbanaSintese_Regic2007.747,Ibiassucê
RedeUrbanaSintese_Regic2007.748,Livramento de Nossa Senhora
RedeUrbanaSintese_Regic2007.749,Malhada de Pedras
RedeUrbanaSintese_Regic2007.750,Paramirim
RedeUrbanaSintese_Regic2007.751,Santa Luzia
RedeUrbanaSintese_Regic2007.752,Fátima
RedeUrbanaSintese_Regic2007.753,Heliópolis
RedeUrbanaSintese_Regic2007.754,Nordestina
RedeUrbanaSintese_Regic2007.755,Queimadas
RedeUrbanaSintese_Regic2007.756,Santaluz
RedeUrbanaSintese_Regic2007.757,Nova Colinas
RedeUrbanaSintese_Regic2007.758,Valente
RedeUrbanaSintese_Regic2007.759,Canudos
RedeUrbanaSintese_Regic2007.760,Quijingue
RedeUrbanaSintese_Regic2007.761,Guaratinga
RedeUrbanaSintese_Regic2007.762,Itabela
RedeUrbanaSintese_Regic2007.2733,Paramoti
RedeUrbanaSintese_Regic2007.763,Itagimirim
RedeUrbanaSintese_Regic2007.764,Itapebi
RedeUrbanaSintese_Regic2007.765,Porto Seguro
RedeUrbanaSintese_Regic2007.766,Salto da Divisa
RedeUrbanaSintese_Regic2007.767,Itamari
RedeUrbanaSintese_Regic2007.768,Nova Colinas
RedeUrbanaSintese_Regic2007.769,Nova Ibiá
RedeUrbanaSintese_Regic2007.770,Piraí do Norte
RedeUrbanaSintese_Regic2007.771,Teolândia
RedeUrbanaSintese_Regic2007.772,Wenceslau Guimarães
RedeUrbanaSintese_Regic2007.773,Nova Ibiá
RedeUrbanaSintese_Regic2007.774,Piraí do Norte
RedeUrbanaSintese_Regic2007.775,Teolândia
RedeUrbanaSintese_Regic2007.776,Wenceslau Guimarães
RedeUrbanaSintese_Regic2007.777,Bom Jesus da Lapa
RedeUrbanaSintese_Regic2007.778,Caculé
RedeUrbanaSintese_Regic2007.779,Cedral
RedeUrbanaSintese_Regic2007.780,Riachão
RedeUrbanaSintese_Regic2007.781,Caetité
RedeUrbanaSintese_Regic2007.782,Candiba
RedeUrbanaSintese_Regic2007.2450,Jutaí
RedeUrbanaSintese_Regic2007.783,Carinhanha
RedeUrbanaSintese_Regic2007.784,Feira da Mata
RedeUrbanaSintese_Regic2007.785,Iuiú
RedeUrbanaSintese_Regic2007.786,Jacaraci
RedeUrbanaSintese_Regic2007.787,Malhada
RedeUrbanaSintese_Regic2007.788,Matina
RedeUrbanaSintese_Regic2007.789,Palmas de Monte Alto
RedeUrbanaSintese_Regic2007.790,Pindaí
RedeUrbanaSintese_Regic2007.791,Riachão
RedeUrbanaSintese_Regic2007.792,Riacho de Santana
RedeUrbanaSintese_Regic2007.793,Sebastião Laranjeiras
RedeUrbanaSintese_Regic2007.794,Urandi
RedeUrbanaSintese_Regic2007.795,Santa Cruz da Vitória
RedeUrbanaSintese_Regic2007.796,Ipupiara
RedeUrbanaSintese_Regic2007.797,Morpará
RedeUrbanaSintese_Regic2007.798,Muquém de São Francisco
RedeUrbanaSintese_Regic2007.799,Brotas de Macaúbas
RedeUrbanaSintese_Regic2007.800,Ipupiara
RedeUrbanaSintese_Regic2007.801,Morpará
RedeUrbanaSintese_Regic2007.802,Sambaíba
RedeUrbanaSintese_Regic2007.803,Muquém de São Francisco
RedeUrbanaSintese_Regic2007.804,Brotas de Macaúbas
RedeUrbanaSintese_Regic2007.805,Ipupiara
RedeUrbanaSintese_Regic2007.807,Muquém de São Francisco
RedeUrbanaSintese_Regic2007.808,Barra do Rocha
RedeUrbanaSintese_Regic2007.809,Dário Meira
RedeUrbanaSintese_Regic2007.810,Gongogi
RedeUrbanaSintese_Regic2007.811,Ibirataia
RedeUrbanaSintese_Regic2007.812,Itagibá
RedeUrbanaSintese_Regic2007.813,Sambaíba
RedeUrbanaSintese_Regic2007.814,Ubatã
RedeUrbanaSintese_Regic2007.815,Barra do Rocha
RedeUrbanaSintese_Regic2007.816,Dário Meira
RedeUrbanaSintese_Regic2007.817,Gongogi
RedeUrbanaSintese_Regic2007.818,Ibirataia
RedeUrbanaSintese_Regic2007.819,Itagibá
RedeUrbanaSintese_Regic2007.820,Ubatã
RedeUrbanaSintese_Regic2007.821,Itarantim
RedeUrbanaSintese_Regic2007.822,Macarani
RedeUrbanaSintese_Regic2007.823,Maiquinique
RedeUrbanaSintese_Regic2007.824,São Félix de Balsas
RedeUrbanaSintese_Regic2007.825,Potiraguá
RedeUrbanaSintese_Regic2007.826,Irajuba
RedeUrbanaSintese_Regic2007.827,Itaquara
RedeUrbanaSintese_Regic2007.828,Itiruçu
RedeUrbanaSintese_Regic2007.829,Boquira
RedeUrbanaSintese_Regic2007.830,Rio do Pires
RedeUrbanaSintese_Regic2007.831,Jatobá
RedeUrbanaSintese_Regic2007.832,Petrolândia
RedeUrbanaSintese_Regic2007.833,Tacaratu
RedeUrbanaSintese_Regic2007.834,Água Branca
RedeUrbanaSintese_Regic2007.835,São Félix de Balsas
RedeUrbanaSintese_Regic2007.836,Pariconha
RedeUrbanaSintese_Regic2007.837,Abaré
RedeUrbanaSintese_Regic2007.838,Chorrochó
RedeUrbanaSintese_Regic2007.839,Glória
RedeUrbanaSintese_Regic2007.840,Jeremoabo
RedeUrbanaSintese_Regic2007.841,Macururé
RedeUrbanaSintese_Regic2007.842,Rodelas
RedeUrbanaSintese_Regic2007.843,Santa Brígida
RedeUrbanaSintese_Regic2007.844,Sítio do Quinto
RedeUrbanaSintese_Regic2007.845,Bom Jesus da Serra
RedeUrbanaSintese_Regic2007.846,São Raimundo das Mangabeiras
RedeUrbanaSintese_Regic2007.847,Nova Canaã
RedeUrbanaSintese_Regic2007.848,Pé de Serra
RedeUrbanaSintese_Regic2007.849,Cocos
RedeUrbanaSintese_Regic2007.850,Coribe
RedeUrbanaSintese_Regic2007.851,Jaborandi
RedeUrbanaSintese_Regic2007.852,Santana
RedeUrbanaSintese_Regic2007.853,São Félix do Coribe
RedeUrbanaSintese_Regic2007.854,Andorinha
RedeUrbanaSintese_Regic2007.855,Antônio Gonçalves
RedeUrbanaSintese_Regic2007.856,Campo Formoso
RedeUrbanaSintese_Regic2007.857,São Raimundo das Mangabeiras
RedeUrbanaSintese_Regic2007.858,Filadélfia
RedeUrbanaSintese_Regic2007.859,Itiúba
RedeUrbanaSintese_Regic2007.860,Jaguarari
RedeUrbanaSintese_Regic2007.861,Pindobaçu
RedeUrbanaSintese_Regic2007.862,Ponto Novo
RedeUrbanaSintese_Regic2007.863,Andorinha
RedeUrbanaSintese_Regic2007.864,Antônio Gonçalves
RedeUrbanaSintese_Regic2007.865,Campo Formoso
RedeUrbanaSintese_Regic2007.866,Filadélfia
RedeUrbanaSintese_Regic2007.2757,Tarrafas
RedeUrbanaSintese_Regic2007.867,Itiúba
RedeUrbanaSintese_Regic2007.868,Tasso Fragoso
RedeUrbanaSintese_Regic2007.869,Jaguarari
RedeUrbanaSintese_Regic2007.870,Pindobaçu
RedeUrbanaSintese_Regic2007.871,Ponto Novo
RedeUrbanaSintese_Regic2007.872,Tabocas do Brejo Velho
RedeUrbanaSintese_Regic2007.873,Tabocas do Brejo Velho
RedeUrbanaSintese_Regic2007.874,Biritinga
RedeUrbanaSintese_Regic2007.875,Lamarão
RedeUrbanaSintese_Regic2007.876,Alcobaça
RedeUrbanaSintese_Regic2007.877,Caravelas
RedeUrbanaSintese_Regic2007.878,Ibirapuã
RedeUrbanaSintese_Regic2007.879,Tasso Fragoso
RedeUrbanaSintese_Regic2007.880,Itamaraju
RedeUrbanaSintese_Regic2007.881,Itanhém
RedeUrbanaSintese_Regic2007.882,Jucuruçu
RedeUrbanaSintese_Regic2007.883,Lajedão
RedeUrbanaSintese_Regic2007.884,Medeiros Neto
RedeUrbanaSintese_Regic2007.885,Mucuri
RedeUrbanaSintese_Regic2007.886,Nova Viçosa
RedeUrbanaSintese_Regic2007.887,Vereda
RedeUrbanaSintese_Regic2007.888,Barra
RedeUrbanaSintese_Regic2007.889,Gentio do Ouro
RedeUrbanaSintese_Regic2007.890,Central do Maranhão
RedeUrbanaSintese_Regic2007.891,Milagres do Maranhão
RedeUrbanaSintese_Regic2007.892,Itaguaçu da Bahia
RedeUrbanaSintese_Regic2007.893,Bertópolis
RedeUrbanaSintese_Regic2007.894,Fronteira dos Vales
RedeUrbanaSintese_Regic2007.895,Machacalis
RedeUrbanaSintese_Regic2007.896,Santa Helena de Minas
RedeUrbanaSintese_Regic2007.897,Umburatiba
RedeUrbanaSintese_Regic2007.898,Estrela Dalva
RedeUrbanaSintese_Regic2007.899,Pirapetinga
RedeUrbanaSintese_Regic2007.900,Santo Antônio do Aventureiro
RedeUrbanaSintese_Regic2007.901,Volta Grande
RedeUrbanaSintese_Regic2007.902,Peritoró
RedeUrbanaSintese_Regic2007.903,Carmo
RedeUrbanaSintese_Regic2007.904,Estrela Dalva
RedeUrbanaSintese_Regic2007.905,Pirapetinga
RedeUrbanaSintese_Regic2007.906,Santo Antônio do Aventureiro
RedeUrbanaSintese_Regic2007.907,Volta Grande
RedeUrbanaSintese_Regic2007.908,Carmo
RedeUrbanaSintese_Regic2007.909,Bandeira
RedeUrbanaSintese_Regic2007.910,Jacinto
RedeUrbanaSintese_Regic2007.911,Joaíma
RedeUrbanaSintese_Regic2007.912,Jordânia
RedeUrbanaSintese_Regic2007.913,Peritoró
RedeUrbanaSintese_Regic2007.914,Palmópolis
RedeUrbanaSintese_Regic2007.915,Rio do Prado
RedeUrbanaSintese_Regic2007.916,Rubim
RedeUrbanaSintese_Regic2007.917,Santa Maria do Salto
RedeUrbanaSintese_Regic2007.918,Santo Antônio do Jacinto
RedeUrbanaSintese_Regic2007.919,Ibitiúra de Minas
RedeUrbanaSintese_Regic2007.920,Berilo
RedeUrbanaSintese_Regic2007.921,Coronel Murta
RedeUrbanaSintese_Regic2007.922,Francisco Badaró
RedeUrbanaSintese_Regic2007.923,Itinga
RedeUrbanaSintese_Regic2007.924,Timbiras
RedeUrbanaSintese_Regic2007.925,Jenipapo de Minas
RedeUrbanaSintese_Regic2007.926,Virgem da Lapa
RedeUrbanaSintese_Regic2007.927,Cascalho Rico
RedeUrbanaSintese_Regic2007.928,Grupiara
RedeUrbanaSintese_Regic2007.929,Campos Altos
RedeUrbanaSintese_Regic2007.930,Ibiá
RedeUrbanaSintese_Regic2007.931,Perdizes
RedeUrbanaSintese_Regic2007.932,Pratinha
RedeUrbanaSintese_Regic2007.933,Tapira
RedeUrbanaSintese_Regic2007.934,Campos Altos
RedeUrbanaSintese_Regic2007.935,Timbiras
RedeUrbanaSintese_Regic2007.936,Ibiá
RedeUrbanaSintese_Regic2007.938,Pratinha
RedeUrbanaSintese_Regic2007.939,Tapira
RedeUrbanaSintese_Regic2007.940,Iguatama
RedeUrbanaSintese_Regic2007.941,Iguatama
RedeUrbanaSintese_Regic2007.942,Alfredo Vasconcelos
RedeUrbanaSintese_Regic2007.943,Alto Rio Doce
RedeUrbanaSintese_Regic2007.944,Antônio Carlos
RedeUrbanaSintese_Regic2007.945,Barroso
RedeUrbanaSintese_Regic2007.946,Afonso Cunha
RedeUrbanaSintese_Regic2007.947,Capela Nova
RedeUrbanaSintese_Regic2007.948,Carandaí
RedeUrbanaSintese_Regic2007.2843,Mucambo
RedeUrbanaSintese_Regic2007.949,Cipotânea
RedeUrbanaSintese_Regic2007.950,Desterro do Melo
RedeUrbanaSintese_Regic2007.951,Dores de Campos
RedeUrbanaSintese_Regic2007.952,Ibertioga
RedeUrbanaSintese_Regic2007.953,Paiva
RedeUrbanaSintese_Regic2007.954,Ressaquinha
RedeUrbanaSintese_Regic2007.955,Santa Bárbara do Tugúrio
RedeUrbanaSintese_Regic2007.956,Santana do Garambéu
RedeUrbanaSintese_Regic2007.957,Afonso Cunha
RedeUrbanaSintese_Regic2007.958,Santa Rita de Ibitipoca
RedeUrbanaSintese_Regic2007.959,Senhora dos Remédios
RedeUrbanaSintese_Regic2007.960,Alfredo Vasconcelos
RedeUrbanaSintese_Regic2007.961,Alto Rio Doce
RedeUrbanaSintese_Regic2007.962,Antônio Carlos
RedeUrbanaSintese_Regic2007.963,Barroso
RedeUrbanaSintese_Regic2007.964,Capela Nova
RedeUrbanaSintese_Regic2007.965,Carandaí
